Country,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Bermuda,Bolivia,Brazil,Brunei Darussalam,Bulgaria,Canada,Chile,China,Chinese Taipei,Colombia,Costa Rica,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Dominican Republic,Ecuador,Egypt (Arab Rep.),El Salvador,Equatorial Guinea,Estonia,Eswatini,Finland,France,Gabon,Gambia,Georgia,Germany,Greece,Grenada,Guatemala,Guyana,Haiti,Honduras,Hong Kong China,Hungary,Iceland,India,Indonesia,Iran (Islamic Rep.),Iraq,Ireland,Italy,Jamaica,Japan,Kazakhstan,Korea,Kuwait,Latvia,Libya,Lithuania,Luxembourg,North Macedonia,Malaysia,Malta,Mauritius,Mexico,Moldova,Morocco,Myanmar,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russian Federation,Saudi Arabia,Singapore,Slovakia,Slovenia,South Africa,Spain,Sudan,Suriname,Sweden,Switzerland,Syria (Arab Rep.),Tajikistan,Thailand,Trinidad/Tobago,Tunisia,Turkey,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Venezuela,Vietnam,Yemen
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-20,0,0,0,0,0,209.4506,101.9913,0,183.5368,0,0,407.9575,579.1394,0,0,0,108.5484,83.5943,73.7729,722.9732,175.201,9083.8839,672.0302,0,0,0,0,0,128.1429,76.5529,0,0,290.8684,0,0,0,0,185.9142,441.249,0,0,0,1589.0671,441.0113,0,0,0,0,0,0,121.0106,0,4871.0945,347.4194,0,0,56.8203,1166.8374,0,2799.1735,0,2724.0471,0,0,0,136.5806,0,0,134.5226,0,0,0,0,0,0,0,1051.0571,139.079,10.9355,0,0,76.7906,0,0,19.871,0,55.4839,80.5806,496.4052,198.2768,0,205.5402,0,0,908.4206,99.6139,0,137.3055,1071.2652,0,0,393.2252,53.2542,0,0,769.3856,0,31.0081,485.7068,22.3477,0,701.5765,5761.1935,74.9032,0,0,0
Jan-21,0,0,0,0,0,243.21,160.4758,0,162.6155,0,0,340.5579,611.71,0,0,0,45.7419,79.3302,73.5365,644.2806,136.6432,10731.8284,737.098,0,0,0,0,0,112.6897,75.3642,31.7742,0,161.8277,0,0,0,0,212.3035,567.0145,0,0,0,1536.5261,359.7035,0,0,0,0,0,0,102.229,0,4658.5532,167.8387,0,0,77.7416,998.5161,0,2583.0661,0,2479.8861,0,0,0,115.3871,0,0,0,0,0,0,0,0,0,0,982.1119,64.4281,13.4839,0,0,78.2171,0,0,20.1935,0,68,0,484.0426,226.8058,0,166.8047,0,0,631.4426,110.0745,0,187.3848,1063.8952,0,0,336.1671,48.7371,0,0.4755,903.0375,0,15.38,436.2565,25.4384,0,576.7619,5845.0645,32.7097,0,0,0
Feb-21,0,0,0,0,0,276.6382,139.7668,0,178.1961,0,0,324.4963,626.7132,0,0,0,157.3571,101.7669,104.1907,692.2536,175.2493,11534.49,552.4114,0,0,48.217,0,0,119.4993,146.8736,17.8571,0,140.0143,0,0,0,0,225.3114,583.0196,0,0,0,1456.3646,521.4275,0,0,0,0,0,0,134.2393,0,4010.0696,267.9643,0,0,41.3246,827.2825,0,2513.6964,0,2659.7804,0,0,0,102.7214,0,0,128.275,0,0,0,0,0,0,0,1194.7296,55.5382,14.9286,0,0,81.5964,0,0,17.5357,0,58.8571,0,375.0804,226.3643,0,157.0689,0,0,710.7045,109.2339,0,169.6861,1079.9682,0,0,376.6596,51.3268,0,0.7896,877.1576,0,17.3025,412.72,29.2168,0,386.6618,5620.7143,33.7857,0,0,0
Mar-21,0,0,0,0,0,262.7048,122.9126,0,196.6126,0,0,334.8622,610.9968,0,0,0,130.1613,147.9081,112.7874,666.1529,182.6419,11725.9316,795.373,0,0,55.7546,0,0,120.7729,124.8145,31.2581,0,97.1903,0,0,0,0,166.1816,658.5452,0,0,0,1565.7684,452.8984,0,0,0,0,0,0,102.4668,0,4341.4055,305.3548,0,0,62.5261,1161.1316,0,2020.0932,0,2319.8858,0,0,0,134.2258,0,0,61.4774,0,0,0,0,0,0,0,1140.2103,20.4458,13.5161,0,0,87.9645,0,0,31.5484,0,35.3548,0,360.179,192.571,0,194.1616,0,0,778.1027,89.6287,0,229.4845,1062.7065,0,0,343.5371,47.3106,0,0.2377,857.8614,0,31.2561,570.3429,20.6835,0,537.2968,5799.2903,30.3226,0,0,0
Apr-21,0,0,0,0,0,218.889,166.8077,0,129.9577,0,0,368.5857,544.3973,0,0,0,235.6,145.5102,76.7207,720.2947,148.887,9847.84,699.8782,0,0,48.217,0,0,133.397,56.5033,16.6667,0,60.984,0,0,0,0,73.7,625.4673,0,0,0,1545.7347,440.9717,0,0,0,0,0,0,59.2057,0,4484.645,180.1,0,0,70.5063,1001.0917,0,2581.4653,0,2748.5187,0,0,0,92.4667,0,0,277.6005,0,0,0,0,0,0,0,1073.072,80.0873,13.8667,0,0,89.6683,0,0,21.6667,0,54.9333,67.8333,391.347,219.8717,0,168.6123,0,0,847.665,100.7233,0,188.513,1055.1383,0,0,359.1647,51.8357,0,0.737,851.8372,0,16.149,641.6813,17.688,0,745.5983,5822.0333,62.9,0,0,0
May-21,0,0,0,0,0,178.3065,163.091,0,145.7358,0,0,0,576.0487,0,0,0,262.4516,120.3225,113.4968,705.8558,156.9368,9673.7342,844.2138,0,0,53.601,0,0,127.4297,144.0716,16.129,0,259.7206,0,0,0,0,0,589.3623,0,0,0,1537.4771,487.371,0,0,0,0,0,0,106.0329,0,4103.1881,145.9355,0,0,66.33,1253.6132,0,2391.6839,0,2611.5952,0,0,0,158.9516,0,0,119.9137,0,0,0,0,0,0,0,1125.7081,69.4206,13.5806,0,0,87.2513,0,0,30.2258,0,71.7419,64.3548,420.5655,208.2619,0,152.7631,0,0,753.9487,129.8071,0,116.1181,1137.1197,0,0,407.2519,12.3626,0,0,900.2067,0,46.8842,615.7516,14.5023,0,845.1726,5868.7742,30.5161,0,0,0
Jun-21,0,0,0,0,0,267.7767,154.2787,0,163.1227,0,0,0,563.805,0,0,0,170.8667,169.8218,98.7107,637.0137,171.022,9792.94,681.3899,0,0,81.598,0,0,129.9577,124.3073,33.4,0,197.714,0,0,0,0,118.9027,731.5953,0,0,0,1563.6683,510.741,0,0,0,0,0,0,134.134,0,3907.3283,49.2,0,0,70.2607,1211.628,0,2028.4697,0,2672.1163,0,0,0,198.3167,0,0,102.1035,0,0,0,0,0,0,0,977.7533,80.8243,13.9667,0,0,55.275,0,0,0,0,78.0667,120,480.524,219.1347,0,129.3362,0,0,971.1381,110.3043,0,157.805,1067.913,0,0,355.971,1.9653,0,0,889.9921,0,16.149,701.3783,16.4597,0,727.1733,6647.5667,32.9333,0,0,0
Jul-21,0,0,0,0,0,187.3406,159.2871,0,179.4952,0,0,0,555.3652,0,0,0,291.0323,139.7919,76.6103,680.4174,142.5058,9737.9613,858.8098,0,0,20.3397,0,0,153.1058,75.1265,32.2903,0,160.6568,0,0,0,0,161.9023,816.1681,0,0,0,1715.5458,443.151,0,0,0,0,0,0,148.8265,0,3570.6461,122.129,0,0,47.7861,1172.5432,0,2057.181,0,2517.2116,0,0,0,135.8742,0,0,239.8274,0,0,0,0,0,0,0,981.161,82.4965,13.5484,0,0,4.9926,0,0,41.5806,0,64.9032,135.5484,642.141,218.9603,0,149.1316,0,0,841.8348,104.8442,0,176.3784,1147.8181,0,0,347.8165,34.9481,0,0,757.3817,0,15.6281,714.89,26.6271,0,817.8323,6394.9032,56.9677,0,0,0
Aug-21,0,0,0,0,0,170.461,150.4906,0,176.6423,0,0,0,563.4484,0,0,0,106.8065,143.2454,146.8365,703.9539,182.6419,10514.8258,1000.8659,0,0,73.9407,0,0,154.2945,68.7074,16.1613,0,160.891,0,0,0,0,169.51,788.8277,0,0,0,1670.6126,485.7068,0,0,0,0,0,0,124.339,0,4133.3813,247.9677,0,0,59.4355,1051.7703,0,2792.0413,0,2584.7303,0,0,0,191.9194,0,0,97.5879,0,0,0,0,0,0,0,990.9084,96.5232,13.5161,0,0,6.8945,0,0,0,0,61.3871,116.6452,493.79,226.0926,0,77.7131,0,0,893.56,105.7952,0,176.3784,1316.3771,0,0,368.5,48.7371,0,0,908.5875,0,31.0081,678.991,36.3745,0,747.9361,6236.5161,31.8065,0,0,0
Sep-21,0,0,0,0,0,177.617,167.0533,0,207.097,0,0,0,560.3657,0,0,0,155.1333,176.328,83.0733,615.8863,172.886,10016.2,748.9154,0,0,27.6939,0,0,144.9433,113.2523,33.2667,0,167.706,0,0,0,0,176.6343,676.0747,0,0,0,1605.4317,436.304,0,0,0,0,0,0,142.241,0,4325.6987,0,0,0,63.1363,1295.8917,0,2533.5603,0,2597.6793,0,0,0,199.5333,0,0,160.8152,0,0,0,0,0,0,0,1105.5,53.5553,13.9667,0,0,43.2373,0,0,0,0,113.7,101.3667,410.0177,188.1807,0,88.3088,0,0,768.7953,116.2003,0,215.5247,1097.1473,0,0,376.1157,55.275,0,0,740.7657,0,32.0417,698.4303,41.7633,0,801.856,6526.1333,31.4667,0,0,0
